state/region,ages,year,population,state,area (sq. mi),인구밀도
TN,total,2008.0,6247411.0,Tennessee,42146.0,148.23259621316376
TN,under18,2008.0,1494354.0,Tennessee,42146.0,35.456603236368814
TN,total,2006.0,6088766.0,Tennessee,42146.0,144.46841930432308
TN,under18,2006.0,1470166.0,Tennessee,42146.0,34.88269349404451
TN,total,2005.0,5991057.0,Tennessee,42146.0,142.15007355383668
TN,under18,2005.0,1449326.0,Tennessee,42146.0,34.388221895316285
TN,total,2003.0,5847812.0,Tennessee,42146.0,138.75129312390263
TN,under18,2003.0,1424861.0,Tennessee,42146.0,33.807739761780475
TN,total,2004.0,5910809.0,Tennessee,42146.0,140.2460257201158
TN,under18,2004.0,1433343.0,Tennessee,42146.0,34.00899254970816
TN,total,2002.0,5795918.0,Tennessee,42146.0,137.5200018981635
TN,under18,2002.0,1414857.0,Tennessee,42146.0,33.57037441275566
TN,total,2001.0,5750789.0,Tennessee,42146.0,136.44922412565842
TN,under18,2001.0,1407578.0,Tennessee,42146.0,33.39766525886205
TN,total,1999.0,5638706.0,Tennessee,42146.0,133.78982584349643
TN,under18,1999.0,1385997.0,Tennessee,42146.0,32.88561192046695
TN,total,2000.0,5703719.0,Tennessee,42146.0,135.33239216058465
TN,under18,2000.0,1399685.0,Tennessee,42146.0,33.210387699900345
TN,total,1997.0,5499233.0,Tennessee,42146.0,130.4805438238504
TN,under18,1997.0,1359030.0,Tennessee,42146.0,32.24576472263085
TN,under18,1998.0,1369987.0,Tennessee,42146.0,32.505741944668536
TN,total,1998.0,5570045.0,Tennessee,42146.0,132.16070326958666
TN,under18,1996.0,1345723.0,Tennessee,42146.0,31.930028946993783
TN,total,1996.0,5416643.0,Tennessee,42146.0,128.52092725288284
TN,total,1995.0,5326936.0,Tennessee,42146.0,126.39244530916338
TN,under18,1995.0,1331616.0,Tennessee,42146.0,31.595311536088833
TN,under18,1994.0,1310988.0,Tennessee,42146.0,31.10587007070659
TN,total,1994.0,5231438.0,Tennessee,42146.0,124.12656005314858
TN,under18,1992.0,1259458.0,Tennessee,42146.0,29.88321548901438
TN,total,1992.0,5049742.0,Tennessee,42146.0,119.81545105110806
TN,total,1993.0,5137584.0,Tennessee,42146.0,121.89968205760927
TN,under18,1993.0,1285044.0,Tennessee,42146.0,30.490295638969297
TN,total,1991.0,4966587.0,Tennessee,42146.0,117.84242870023253
TN,under18,1991.0,1233260.0,Tennessee,42146.0,29.261614388079533
TN,under18,1990.0,1220200.0,Tennessee,42146.0,28.95173919233142
TN,total,1990.0,4894492.0,Tennessee,42146.0,116.13182745693541
TX,under18,1990.0,4906220.0,Texas,268601.0,18.265829241142065
TX,total,1990.0,17056755.0,Texas,268601.0,63.50220215114612
TX,total,1991.0,17398005.0,Texas,268601.0,64.77267396621755
TX,under18,1991.0,5000793.0,Texas,268601.0,18.617923983901772
TX,total,1993.0,18161612.0,Texas,268601.0,67.61557849747395
TX,under18,1993.0,5217899.0,Texas,268601.0,19.42620839088462
TX,under18,1992.0,5109805.0,Texas,268601.0,19.02377504179061
TX,total,1992.0,17759738.0,Texas,268601.0,66.1194038741479
TX,under18,1994.0,5331524.0,Texas,268601.0,19.849233621617195
TX,total,1994.0,18564062.0,Texas,268601.0,69.113897565534
TX,total,1995.0,18958751.0,Texas,268601.0,70.58332247459987
TX,under18,1995.0,5421784.0,Texas,268601.0,20.18527108983213
TX,under18,1996.0,5551447.0,Texas,268601.0,20.668005703627312
TX,total,1996.0,19340342.0,Texas,268601.0,72.00398360393297
TX,under18,1998.0,5759054.0,Texas,268601.0,21.440925387470635
TX,total,1998.0,20157531.0,Texas,268601.0,75.04637361737298
TX,total,1997.0,19740317.0,Texas,268601.0,73.49308826102659
TX,under18,1997.0,5655482.0,Texas,268601.0,21.05532741873634
TX,total,2000.0,20944499.0,Texas,268601.0,77.9762510191697
TX,under18,2000.0,5906301.0,Texas,268601.0,21.98912513356242
TX,total,1999.0,20558220.0,Texas,268601.0,76.53813649241812
TX,under18,1999.0,5840211.0,Texas,268601.0,21.743072438300675
TX,total,2001.0,21319622.0,Texas,268601.0,79.37283182117713
TX,under18,2001.0,5980187.0,Texas,268601.0,22.26420229261991
TX,total,2002.0,21690325.0,Texas,268601.0,80.75295698824651
TX,under18,2002.0,6060372.0,Texas,268601.0,22.56273059296131
TX,total,2004.0,22394023.0,Texas,268601.0,83.37282065219415
TX,under18,2004.0,6208259.0,Texas,268601.0,23.113313055424218
TX,total,2003.0,22030931.0,Texas,268601.0,82.0210311949695
TX,under18,2003.0,6132980.0,Texas,268601.0,22.83304976526521
TX,total,2005.0,22778123.0,Texas,268601.0,84.80282277430092
TX,under18,2005.0,6290970.0,Texas,268601.0,23.42124563944289
TX,total,2006.0,23359580.0,Texas,268601.0,86.96758388836973
TX,under18,2006.0,6446798.0,Texas,268601.0,24.001392399879375
TX,total,2008.0,24309039.0,Texas,268601.0,90.50241436182293
TX,under18,2008.0,6675917.0,Texas,268601.0,24.854401137747068
TX,total,2007.0,23831983.0,Texas,268601.0,88.72633757878786
TX,under18,2007.0,6565872.0,Texas,268601.0,24.444704226715462
TX,under18,2013.0,7041986.0,Texas,268601.0,26.217273949091776
TX,total,2013.0,26448193.0,Texas,268601.0,98.46647257456227
TX,total,2009.0,24801761.0,Texas,268601.0,92.33681557402988
TX,under18,2009.0,6792907.0,Texas,268601.0,25.289954244399684
TX,total,2010.0,25245178.0,Texas,268601.0,93.98765455080212
TX,under18,2010.0,6879014.0,Texas,268601.0,25.610530117162632
TX,under18,2011.0,6931758.0,Texas,268601.0,25.806895730097803
TX,total,2011.0,25640909.0,Texas,268601.0,95.46095881995971
TX,under18,2012.0,6985807.0,Texas,268601.0,26.008119850633467
TX,total,2012.0,26060796.0,Texas,268601.0,97.02419574014989
UT,total,2012.0,2854871.0,Utah,84904.0,33.62469377178932
UT,under18,2012.0,888578.0,Utah,84904.0,10.465678884387073
UT,total,2011.0,2814784.0,Utah,84904.0,33.15254876095355
UT,under18,2011.0,881350.0,Utah,84904.0,10.38054744181664
UT,under18,2010.0,873019.0,Utah,84904.0,10.282424856308301
UT,total,2010.0,2774424.0,Utah,84904.0,32.677188353905585
UT,total,2009.0,2723421.0,Utah,84904.0,32.07647460661453
UT,under18,2009.0,857853.0,Utah,84904.0,10.103799585414114
UT,total,2013.0,2900872.0,Utah,84904.0,34.16649392254782
UT,under18,2013.0,896589.0,Utah,84904.0,10.560032507302365
UT,total,2007.0,2597746.0,Utah,84904.0,30.596273438236125
UT,under18,2007.0,815496.0,Utah,84904.0,9.604918496183926
UT,total,2008.0,2663029.0,Utah,84904.0,31.365177141241873
UT,under18,2008.0,837258.0,Utah,84904.0,9.861231508527277
UT,total,2006.0,2525507.0,Utah,84904.0,29.745441910864034
UT,under18,2006.0,789957.0,Utah,84904.0,9.304119947234524
UT,total,2005.0,2457719.0,Utah,84904.0,28.947034297559597
UT,under18,2005.0,767888.0,Utah,84904.0,9.044191086403467
UT,total,2003.0,2360137.0,Utah,84904.0,27.797712710826346
UT,under18,2003.0,740483.0,Utah,84904.0,8.721414774333365
UT,total,2004.0,2401580.0,Utah,84904.0,28.285828700650146
UT,under18,2004.0,751771.0,Utah,84904.0,8.854364929803072
UT,total,2002.0,2324815.0,Utah,84904.0,27.381689908602656
UT,under18,2002.0,733517.0,Utah,84904.0,8.639369169885988
UT,total,2001.0,2283715.0,Utah,84904.0,26.897613775558277
UT,under18,2001.0,726819.0,Utah,84904.0,8.56048007161029
UT,total,1999.0,2203482.0,Utah,84904.0,25.95262885140865
UT,under18,1999.0,715398.0,Utah,84904.0,8.425963441062848
UT,total,2000.0,2244502.0,Utah,84904.0,26.43576274380477
UT,under18,2000.0,721686.0,Utah,84904.0,8.500023556016206
UT,total,1997.0,2119784.0,Utah,84904.0,24.966833129181193
UT,under18,1997.0,699528.0,Utah,84904.0,8.23904645246396
UT,under18,1998.0,709386.0,Utah,84904.0,8.355154056345992
UT,total,1998.0,2165961.0,Utah,84904.0,25.51070620936587
UT,under18,1996.0,687078.0,Utah,84904.0,8.092410251578253
UT,total,1996.0,2067976.0,Utah,84904.0,24.356638085367003
UT,total,1995.0,2014179.0,Utah,84904.0,23.72301658343541
UT,under18,1995.0,679636.0,Utah,84904.0,8.00475831527372
UT,under18,1994.0,673935.0,Utah,84904.0,7.937611891076981
UT,total,1994.0,1960446.0,Utah,84904.0,23.090148874022425
UT,under18,1992.0,648725.0,Utah,84904.0,7.640688306793555
UT,total,1992.0,1836799.0,Utah,84904.0,21.63383350607745
UT,total,1993.0,1898404.0,Utah,84904.0,22.359417695279376
UT,under18,1993.0,662968.0,Utah,84904.0,7.808442476208423
UT,total,1991.0,1779780.0,Utah,84904.0,20.962263262037123
UT,under18,1991.0,637216.0,Utah,84904.0,7.505135211533026
UT,under18,1990.0,627122.0,Utah,84904.0,7.386247997738622
UT,total,1990.0,1731223.0,Utah,84904.0,20.390358522566665
VT,under18,1990.0,143296.0,Vermont,9615.0,14.903380135205408
VT,total,1990.0,564798.0,Vermont,9615.0,58.74134165366615
VT,total,1991.0,568606.0,Vermont,9615.0,59.137389495579825
VT,under18,1991.0,145219.0,Vermont,9615.0,15.103380135205407
VT,total,1993.0,577748.0,Vermont,9615.0,60.088195527821114
VT,under18,1993.0,148705.0,Vermont,9615.0,15.465938637545502
VT,under18,1992.0,146983.0,Vermont,9615.0,15.28684347373895
VT,total,1992.0,572751.0,Vermont,9615.0,59.56848673946958
VT,under18,1994.0,150794.0,Vermont,9615.0,15.683203328133125
VT,total,1994.0,583836.0,Vermont,9615.0,60.72137285491419
VT,total,1995.0,589003.0,Vermont,9615.0,61.25876235049402
VT,under18,1995.0,151439.0,Vermont,9615.0,15.750286011440458
VT,under18,1996.0,151490.0,Vermont,9615.0,15.755590223608944
VT,total,1996.0,593701.0,Vermont,9615.0,61.7473738949558
VT,under18,1998.0,148467.0,Vermont,9615.0,15.441185647425897
VT,total,1998.0,600416.0,Vermont,9615.0,62.44576183047322
VT,total,1997.0,597239.0,Vermont,9615.0,62.11534061362455
VT,under18,1997.0,150040.0,Vermont,9615.0,15.604784191367655
VT,total,2000.0,609618.0,Vermont,9615.0,63.40280811232449
VT,under18,2000.0,147549.0,Vermont,9615.0,15.345709828393137
VT,total,1999.0,604683.0,Vermont,9615.0,62.88954758190328
VT,under18,1999.0,147859.0,Vermont,9615.0,15.377951118044722
VT,total,2001.0,612223.0,Vermont,9615.0,63.67373894955798
VT,under18,2001.0,146040.0,Vermont,9615.0,15.188767550702028
VT,total,2002.0,615442.0,Vermont,9615.0,64.00852834113364
VT,under18,2002.0,144441.0,Vermont,9615.0,15.022464898595944
VT,total,2004.0,619920.0,Vermont,9615.0,64.47425897035882
VT,under18,2004.0,141068.0,Vermont,9615.0,14.671658866354655
VT,total,2003.0,617858.0,Vermont,9615.0,64.25980239209568
VT,under18,2003.0,142718.0,Vermont,9615.0,14.843265730629225
VT,total,2005.0,621215.0,Vermont,9615.0,64.6089443577743
VT,under18,2005.0,138933.0,Vermont,9615.0,14.449609984399377
VT,total,2006.0,622892.0,Vermont,9615.0,64.78335933437337
VT,under18,2006.0,136731.0,Vermont,9615.0,14.220592823712948
VT,total,2008.0,624151.0,Vermont,9615.0,64.91430057202288
VT,under18,2008.0,132600.0,Vermont,9615.0,13.790951638065522
VT,total,2007.0,623481.0,Vermont,9615.0,64.84461778471139
VT,under18,2007.0,134695.0,Vermont,9615.0,14.008840353614145
VT,under18,2013.0,122701.0,Vermont,9615.0,12.761414456578263
VT,total,2013.0,626630.0,Vermont,9615.0,65.1721268850754
VT,total,2009.0,624817.0,Vermont,9615.0,64.9835673426937
VT,under18,2009.0,130450.0,Vermont,9615.0,13.567342693707749
VT,total,2010.0,625793.0,Vermont,9615.0,65.08507540301612
VT,under18,2010.0,128601.0,Vermont,9615.0,13.375039001560062
VT,under18,2011.0,126500.0,Vermont,9615.0,13.156526261050441
VT,total,2011.0,626320.0,Vermont,9615.0,65.13988559542382
VT,under18,2012.0,124555.0,Vermont,9615.0,12.95423816952678
VT,total,2012.0,625953.0,Vermont,9615.0,65.10171606864274
VA,total,2012.0,8186628.0,Virginia,42769.0,191.41499684350813
VA,under18,2012.0,1861323.0,Virginia,42769.0,43.520376908508496
VA,total,2011.0,8105850.0,Virginia,42769.0,189.52629240805257
VA,under18,2011.0,1857585.0,Virginia,42769.0,43.43297715635156
VA,under18,2010.0,1855025.0,Virginia,42769.0,43.37312071827726
VA,total,2010.0,8024417.0,Virginia,42769.0,187.62227314176155
VA,total,2009.0,7925937.0,Virginia,42769.0,185.3196707895906
VA,under18,2009.0,1845132.0,Virginia,42769.0,43.141808319109636
VA,total,2013.0,8260405.0,Virginia,42769.0,193.1400079496832
VA,under18,2013.0,1864535.0,Virginia,42769.0,43.595478033154855
VA,total,2007.0,7751000.0,Virginia,42769.0,181.22939512263557
VA,under18,2007.0,1834386.0,Virginia,42769.0,42.89055156772429
VA,total,2008.0,7833496.0,Virginia,42769.0,183.15826883958007
VA,under18,2008.0,1838361.0,Virginia,42769.0,42.98349271668732
VA,total,2005.0,7577105.0,Virginia,42769.0,177.16348289649045
VA,under18,2005.0,1816270.0,Virginia,42769.0,42.46697374266408
VA,total,2006.0,7673725.0,Virginia,42769.0,179.42259580537305
VA,under18,2006.0,1826368.0,Virginia,42769.0,42.70307933316187
VA,total,2003.0,7366977.0,Virginia,42769.0,172.25039163880382
VA,under18,2003.0,1782254.0,Virginia,42769.0,41.67163132175174
VA,total,2004.0,7475575.0,Virginia,42769.0,174.789567209895
VA,under18,2004.0,1801958.0,Virginia,42769.0,42.13233884355491
VA,total,2002.0,7286873.0,Virginia,42769.0,170.37744628118497
VA,under18,2002.0,1771247.0,Virginia,42769.0,41.41427201945334
VA,total,2001.0,7198362.0,Virginia,42769.0,168.30793331618696
VA,under18,2001.0,1754549.0,Virginia,42769.0,41.023849049545234
VA,total,1999.0,7000174.0,Virginia,42769.0,163.67401622670627
VA,under18,1999.0,1723125.0,Virginia,42769.0,40.28911127218312
VA,total,2000.0,7105817.0,Virginia,42769.0,166.14409969837968
VA,under18,2000.0,1741420.0,Virginia,42769.0,40.71687437162431
VA,total,1997.0,6829183.0,Virginia,42769.0,159.6760036475017
VA,under18,1997.0,1683766.0,Virginia,42769.0,39.368841918211785
VA,under18,1998.0,1706261.0,Virginia,42769.0,39.89480698636863
VA,total,1998.0,6900918.0,Virginia,42769.0,161.35326989174402
VA,under18,1996.0,1664147.0,Virginia,42769.0,38.91012181720405
VA,total,1996.0,6750884.0,Virginia,42769.0,157.84526175500946
VA,total,1995.0,6670693.0,Virginia,42769.0,155.97028221375294
VA,under18,1995.0,1649005.0,Virginia,42769.0,38.55608033856298
VA,under18,1994.0,1628711.0,Virginia,42769.0,38.081577778297365
VA,total,1994.0,6593139.0,Virginia,42769.0,154.1569594799972
VA,under18,1992.0,1581544.0,Virginia,42769.0,36.978746288199396
VA,total,1992.0,6414307.0,Virginia,42769.0,149.97561317776893
VA,total,1993.0,6509630.0,Virginia,42769.0,152.2044003834553
VA,under18,1993.0,1604758.0,Virginia,42769.0,37.52152259814351
VA,total,1991.0,6301217.0,Virginia,42769.0,147.33140826299422
VA,under18,1991.0,1548258.0,Virginia,42769.0,36.20047230470668
VA,under18,1990.0,1520670.0,Virginia,42769.0,35.55542565877154
VA,total,1990.0,6216884.0,Virginia,42769.0,145.35958287544716
WA,under18,1990.0,1301545.0,Washington,71303.0,18.25372003983002
WA,total,1990.0,4903043.0,Washington,71303.0,68.76348821227718
WA,total,1991.0,5025624.0,Washington,71303.0,70.48264448901168
WA,under18,1991.0,1326527.0,Washington,71303.0,18.6040839796362
WA,total,1993.0,5278842.0,Washington,71303.0,74.0339396659327
WA,under18,1993.0,1387716.0,Washington,71303.0,19.462238615486026
WA,under18,1992.0,1365480.0,Washington,71303.0,19.15038637925473
WA,total,1992.0,5160757.0,Washington,71303.0,72.37783823962526
WA,under18,1994.0,1409922.0,Washington,71303.0,19.773670112056998
WA,total,1994.0,5375161.0,Washington,71303.0,75.38478044402059
WA,total,1995.0,5481027.0,Washington,71303.0,76.86951460667854
WA,under18,1995.0,1429397.0,Washington,71303.0,20.046800274883246
WA,under18,1996.0,1449613.0,Washington,71303.0,20.330322707319468
WA,total,1996.0,5569753.0,Washington,71303.0,78.11386617673871
WA,under18,1998.0,1494784.0,Washington,71303.0,20.96383041386758
WA,total,1998.0,5769562.0,Washington,71303.0,80.91611853638697
WA,total,1997.0,5674747.0,Washington,71303.0,79.5863708399366
WA,under18,1997.0,1473646.0,Washington,71303.0,20.6673772492041
WA,total,2000.0,5910512.0,Washington,71303.0,82.89289370713715
WA,under18,2000.0,1516361.0,Washington,71303.0,21.266440402227115
WA,total,1999.0,5842564.0,Washington,71303.0,81.93994642581659
WA,under18,1999.0,1507824.0,Washington,71303.0,21.146711919554576
WA,total,2001.0,5985722.0,Washington,71303.0,83.94768803556653
WA,under18,2001.0,1517527.0,Washington,71303.0,21.28279315035833
WA,total,2002.0,6052349.0,Washington,71303.0,84.88210874717754
WA,under18,2002.0,1517655.0,Washington,71303.0,21.284588306242373
WA,total,2004.0,6178645.0,Washington,71303.0,86.65336661851535
WA,under18,2004.0,1520751.0,Washington,71303.0,21.328008639187694
WA,total,2003.0,6104115.0,Washington,71303.0,85.60810905571995
WA,under18,2003.0,1514877.0,Washington,71303.0,21.24562781369648
WA,total,2005.0,6257305.0,Washington,71303.0,87.75654600788185
WA,under18,2005.0,1523890.0,Washington,71303.0,21.372032032312806
WA,total,2006.0,6370753.0,Washington,71303.0,89.34761510735873
WA,under18,2006.0,1536926.0,Washington,71303.0,21.554857439378427
WA,total,2008.0,6562231.0,Washington,71303.0,92.03302806333534
WA,under18,2008.0,1560302.0,Washington,71303.0,21.88269778270199
WA,total,2007.0,6461587.0,Washington,71303.0,90.62153065088425
WA,under18,2007.0,1549582.0,Washington,71303.0,21.73235347741329
WA,under18,2013.0,1595795.0,Washington,71303.0,22.38047487482995
WA,total,2013.0,6971406.0,Washington,71303.0,97.77156641375538
WA,total,2009.0,6667426.0,Washington,71303.0,93.50835168225741
WA,under18,2009.0,1574403.0,Washington,71303.0,22.08045944770907
WA,total,2010.0,6742256.0,Washington,71303.0,94.55781664165603
WA,under18,2010.0,1581436.0,Washington,71303.0,22.179094848744093
WA,under18,2011.0,1584709.0,Washington,71303.0,22.224997545685316
WA,total,2011.0,6821481.0,Washington,71303.0,95.66891996129195
WA,under18,2012.0,1588451.0,Washington,71303.0,22.27747780598292
WA,total,2012.0,6895318.0,Washington,71303.0,96.7044584379339
WV,total,2012.0,1856680.0,West Virginia,24231.0,76.62415913499237
WV,under18,2012.0,384030.0,West Virginia,24231.0,15.848706202798068
WV,total,2011.0,1855184.0,West Virginia,24231.0,76.56242004044405
WV,under18,2011.0,385283.0,West Virginia,24231.0,15.900416821427097
WV,under18,2010.0,387224.0,West Virginia,24231.0,15.980520820436631
WV,total,2010.0,1854146.0,West Virginia,24231.0,76.51958235318394
WV,total,2009.0,1847775.0,West Virginia,24231.0,76.25665469852667
WV,under18,2009.0,389036.0,West Virginia,24231.0,16.05530106062482
WV,total,2013.0,1854304.0,West Virginia,24231.0,76.52610292600387
WV,under18,2013.0,381678.0,West Virginia,24231.0,15.751640460567042
WV,total,2007.0,1834052.0,West Virginia,24231.0,75.69031406050101
WV,under18,2007.0,390661.0,West Virginia,24231.0,16.12236391399447
WV,total,2008.0,1840310.0,West Virginia,24231.0,75.94857826750857
WV,under18,2008.0,390210.0,West Virginia,24231.0,16.10375139284388
WV,total,2006.0,1827912.0,West Virginia,24231.0,75.4369196483843
WV,under18,2006.0,390637.0,West Virginia,24231.0,16.121373447237012
WV,total,2005.0,1820492.0,West Virginia,24231.0,75.13070034253641
WV,under18,2005.0,390431.0,West Virginia,24231.0,16.11287194090215
WV,total,2003.0,1812295.0,West Virginia,24231.0,74.79241467541578
WV,under18,2003.0,392460.0,West Virginia,24231.0,16.196607651355702
WV,total,2004.0,1816438.0,West Virginia,24231.0,74.96339399942222
WV,under18,2004.0,391856.0,West Virginia,24231.0,16.171680904626307
WV,total,2002.0,1805414.0,West Virginia,24231.0,74.50843960216253
WV,under18,2002.0,393569.0,West Virginia,24231.0,16.242375469439974
WV,total,2001.0,1801481.0,West Virginia,24231.0,74.34612686228385
WV,under18,2001.0,395307.0,West Virginia,24231.0,16.314101770459327
WV,total,1999.0,1811799.0,West Virginia,24231.0,74.77194502909497
WV,under18,1999.0,406784.0,West Virginia,24231.0,16.787751227766083
WV,total,2000.0,1807021.0,West Virginia,24231.0,74.57475960546408
WV,under18,2000.0,401062.0,West Virginia,24231.0,16.55160744500846
WV,total,1997.0,1819113.0,West Virginia,24231.0,75.07378977343073
WV,under18,1997.0,418037.0,West Virginia,24231.0,17.252156328669887
WV,under18,1998.0,412793.0,West Virginia,24231.0,17.035739342164995
WV,total,1998.0,1815609.0,West Virginia,24231.0,74.92918162684165
WV,under18,1996.0,422831.0,West Virginia,24231.0,17.45000206347241
WV,total,1996.0,1822808.0,West Virginia,24231.0,75.22628038463125
WV,total,1995.0,1823700.0,West Virginia,24231.0,75.26309273245016
WV,under18,1995.0,428790.0,West Virginia,24231.0,17.695926705459947
WV,under18,1994.0,429128.0,West Virginia,24231.0,17.709875778960836
WV,total,1994.0,1820421.0,West Virginia,24231.0,75.12777021171227
WV,under18,1992.0,433116.0,West Virginia,24231.0,17.874458338492015
WV,total,1992.0,1806451.0,West Virginia,24231.0,74.55123601997441
WV,total,1993.0,1817539.0,West Virginia,24231.0,75.00883166192068
WV,under18,1993.0,432364.0,West Virginia,24231.0,17.84342371342495
WV,total,1991.0,1798735.0,West Virginia,24231.0,74.2328009574512
WV,under18,1991.0,433918.0,West Virginia,24231.0,17.907556435970452
WV,under18,1990.0,436797.0,West Virginia,24231.0,18.026371177417357
WV,total,1990.0,1792548.0,West Virginia,24231.0,73.9774668812678
WI,under18,1990.0,1302869.0,Wisconsin,65503.0,19.89021876860602
WI,total,1990.0,4904562.0,Wisconsin,65503.0,74.87537975359908
WI,total,1991.0,4964343.0,Wisconsin,65503.0,75.7880249759553
WI,under18,1991.0,1314855.0,Wisconsin,65503.0,20.073202754072334
WI,total,1993.0,5084889.0,Wisconsin,65503.0,77.62833763339084
WI,under18,1993.0,1337334.0,Wisconsin,65503.0,20.41637787582248
WI,under18,1992.0,1330555.0,Wisconsin,65503.0,20.312886432682472
WI,total,1992.0,5025398.0,Wisconsin,65503.0,76.72011968917454
WI,under18,1994.0,1348110.0,Wisconsin,65503.0,20.580889424911835
WI,total,1994.0,5133678.0,Wisconsin,65503.0,78.37317374776728
WI,total,1995.0,5184836.0,Wisconsin,65503.0,79.15417614460407
WI,under18,1995.0,1351343.0,Wisconsin,65503.0,20.63024594293391
WI,under18,1996.0,1352877.0,Wisconsin,65503.0,20.65366471764652
WI,total,1996.0,5229986.0,Wisconsin,65503.0,79.84345755156252
WI,under18,1998.0,1362907.0,Wisconsin,65503.0,20.80678747538281
WI,total,1998.0,5297673.0,Wisconsin,65503.0,80.87679953589912
WI,total,1997.0,5266213.0,Wisconsin,65503.0,80.39651619009817
WI,under18,1997.0,1359712.0,Wisconsin,65503.0,20.758011083461827
WI,total,1999.0,5332666.0,Wisconsin,65503.0,81.41101934262552
WI,under18,1999.0,1367019.0,Wisconsin,65503.0,20.86956322611178
WI,total,2000.0,5373999.0,Wisconsin,65503.0,82.04202860937667
WI,under18,2000.0,1370440.0,Wisconsin,65503.0,20.92178984168664
WI,total,2001.0,5406835.0,Wisconsin,65503.0,82.5433186266278
WI,under18,2001.0,1367593.0,Wisconsin,65503.0,20.878326183533577
WI,total,2002.0,5445162.0,Wisconsin,65503.0,83.12843686548707
WI,under18,2002.0,1365315.0,Wisconsin,65503.0,20.843549150420593
WI,total,2004.0,5514026.0,Wisconsin,65503.0,84.17974749248125
WI,under18,2004.0,1354643.0,Wisconsin,65503.0,20.680625314871076
WI,total,2003.0,5479203.0,Wisconsin,65503.0,83.64812298673343
WI,under18,2003.0,1358505.0,Wisconsin,65503.0,20.7395844465139
WI,total,2005.0,5546166.0,Wisconsin,65503.0,84.67041204219655
WI,under18,2005.0,1349866.0,Wisconsin,65503.0,20.607697357372945
WI,total,2006.0,5577655.0,Wisconsin,65503.0,85.15113811581149
WI,under18,2006.0,1348785.0,Wisconsin,65503.0,20.59119429644444
WI,total,2008.0,5640996.0,Wisconsin,65503.0,86.11813199395448
WI,under18,2008.0,1345573.0,Wisconsin,65503.0,20.5421583744256
WI,total,2007.0,5610775.0,Wisconsin,65503.0,85.65676381234448
WI,under18,2007.0,1348901.0,Wisconsin,65503.0,20.59296520770041
WI,under18,2013.0,1307776.0,Wisconsin,65503.0,19.965131368028946
WI,total,2013.0,5742713.0,Wisconsin,65503.0,87.67099216829763
WI,total,2009.0,5669264.0,Wisconsin,65503.0,86.54968474726348
WI,under18,2009.0,1342411.0,Wisconsin,65503.0,20.49388577622399
WI,total,2010.0,5689060.0,Wisconsin,65503.0,86.85189991298108
WI,under18,2010.0,1336094.0,Wisconsin,65503.0,20.397447445155183
WI,under18,2011.0,1325870.0,Wisconsin,65503.0,20.241362991008046
WI,total,2011.0,5708785.0,Wisconsin,65503.0,87.15303115887822
WI,under18,2012.0,1316113.0,Wisconsin,65503.0,20.092407981313833
WI,total,2012.0,5724554.0,Wisconsin,65503.0,87.39376822435614
WY,total,2012.0,576626.0,Wyoming,97818.0,5.894886421721973
WY,under18,2012.0,136526.0,Wyoming,97818.0,1.3957144901756322
WY,total,2011.0,567329.0,Wyoming,97818.0,5.799842564763131
WY,under18,2011.0,135407.0,Wyoming,97818.0,1.3842748778343454
WY,under18,2010.0,135351.0,Wyoming,97818.0,1.3837023860639146
WY,total,2010.0,564222.0,Wyoming,97818.0,5.768079494571551
WY,total,2009.0,559851.0,Wyoming,97818.0,5.723394467275962
WY,under18,2009.0,134960.0,Wyoming,97818.0,1.379705166738228
WY,total,2013.0,582658.0,Wyoming,97818.0,5.956551963851234
WY,under18,2013.0,137679.0,Wyoming,97818.0,1.4075016868061092
WY,total,2007.0,534876.0,Wyoming,97818.0,5.468073360731154
WY,under18,2007.0,128760.0,Wyoming,97818.0,1.3163221492976753
WY,total,2008.0,546043.0,Wyoming,97818.0,5.582234353595453
WY,under18,2008.0,131511.0,Wyoming,97818.0,1.3444458075200882
WY,total,2006.0,522667.0,Wyoming,97818.0,5.34325993170991
WY,under18,2006.0,125525.0,Wyoming,97818.0,1.2832505264879674
WY,total,2005.0,514157.0,Wyoming,97818.0,5.256261628739087
WY,under18,2005.0,124022.0,Wyoming,97818.0,1.267885256292298
WY,total,2003.0,503453.0,Wyoming,97818.0,5.1468339160481715
WY,under18,2003.0,124182.0,Wyoming,97818.0,1.2695209470649573
WY,total,2004.0,509106.0,Wyoming,97818.0,5.204624915659695
WY,under18,2004.0,123974.0,Wyoming,97818.0,1.2673945490605
WY,total,2002.0,500017.0,Wyoming,97818.0,5.11170745670531
WY,under18,2002.0,125495.0,Wyoming,97818.0,1.282943834468094
WY,total,2001.0,494657.0,Wyoming,97818.0,5.056911815821219
WY,under18,2001.0,126212.0,Wyoming,97818.0,1.2902737737430738
WY,total,2000.0,494300.0,Wyoming,97818.0,5.0532621807847224
WY,under18,2000.0,128774.0,Wyoming,97818.0,1.316465272240283
WY,total,1999.0,491780.0,Wyoming,97818.0,5.027500051115337
WY,under18,1999.0,130793.0,Wyoming,97818.0,1.3371056451777792
WY,total,1997.0,489452.0,Wyoming,97818.0,5.003700750373142
WY,under18,1997.0,134328.0,Wyoming,97818.0,1.3732441881862234
WY,under18,1998.0,132602.0,Wyoming,97818.0,1.3555991739761597
WY,total,1998.0,490787.0,Wyoming,97818.0,5.017348545257519
