state/region,ages,year,population,state,area (sq. mi),인구밀도
WY,under18,1996.0,135698.0,Wyoming,97818.0,1.3872497904271197
WY,total,1996.0,488167.0,Wyoming,97818.0,4.990564108855221
WY,total,1995.0,485160.0,Wyoming,97818.0,4.959823345396552
WY,under18,1995.0,136785.0,Wyoming,97818.0,1.3983622646138747
WY,under18,1994.0,137733.0,Wyoming,97818.0,1.4080537324418818
WY,total,1994.0,480283.0,Wyoming,97818.0,4.909965446032428
WY,under18,1992.0,137308.0,Wyoming,97818.0,1.4037089288270053
WY,total,1992.0,466251.0,Wyoming,97818.0,4.7665153652701955
WY,total,1993.0,473081.0,Wyoming,97818.0,4.836338915128095
WY,under18,1993.0,137458.0,Wyoming,97818.0,1.4052423889263734
WY,total,1991.0,459260.0,Wyoming,97818.0,4.695045901572308
WY,under18,1991.0,136720.0,Wyoming,97818.0,1.3976977652374818
WY,under18,1990.0,136078.0,Wyoming,97818.0,1.391134556012186
WY,total,1990.0,453690.0,Wyoming,97818.0,4.638103416549101
PR,under18,1990.0,,Puerto Rico,,
PR,total,1990.0,,Puerto Rico,,
PR,total,1991.0,,Puerto Rico,,
PR,under18,1991.0,,Puerto Rico,,
PR,total,1993.0,,Puerto Rico,,
PR,under18,1993.0,,Puerto Rico,,
PR,under18,1992.0,,Puerto Rico,,
PR,total,1992.0,,Puerto Rico,,
PR,under18,1994.0,,Puerto Rico,,
PR,total,1994.0,,Puerto Rico,,
PR,total,1995.0,,Puerto Rico,,
PR,under18,1995.0,,Puerto Rico,,
PR,under18,1996.0,,Puerto Rico,,
PR,total,1996.0,,Puerto Rico,,
PR,under18,1998.0,,Puerto Rico,,
PR,total,1998.0,,Puerto Rico,,
PR,total,1997.0,,Puerto Rico,,
PR,under18,1997.0,,Puerto Rico,,
PR,total,1999.0,,Puerto Rico,,
PR,under18,1999.0,,Puerto Rico,,
PR,total,2000.0,3810605.0,Puerto Rico,,
PR,under18,2000.0,1089063.0,Puerto Rico,,
PR,total,2001.0,3818774.0,Puerto Rico,,
PR,under18,2001.0,1077566.0,Puerto Rico,,
PR,total,2002.0,3823701.0,Puerto Rico,,
PR,under18,2002.0,1065051.0,Puerto Rico,,
PR,total,2004.0,3826878.0,Puerto Rico,,
PR,under18,2004.0,1035919.0,Puerto Rico,,
PR,total,2003.0,3826095.0,Puerto Rico,,
PR,under18,2003.0,1050615.0,Puerto Rico,,
PR,total,2005.0,3821362.0,Puerto Rico,,
PR,under18,2005.0,1019447.0,Puerto Rico,,
PR,total,2006.0,3805214.0,Puerto Rico,,
PR,under18,2006.0,998543.0,Puerto Rico,,
PR,total,2007.0,3782995.0,Puerto Rico,,
PR,under18,2007.0,973613.0,Puerto Rico,,
PR,total,2008.0,3760866.0,Puerto Rico,,
PR,under18,2008.0,945705.0,Puerto Rico,,
PR,under18,2013.0,814068.0,Puerto Rico,,
PR,total,2013.0,3615086.0,Puerto Rico,,
PR,total,2009.0,3740410.0,Puerto Rico,,
PR,under18,2009.0,920794.0,Puerto Rico,,
PR,total,2010.0,3721208.0,Puerto Rico,,
PR,under18,2010.0,896945.0,Puerto Rico,,
PR,under18,2011.0,869327.0,Puerto Rico,,
PR,total,2011.0,3686580.0,Puerto Rico,,
PR,under18,2012.0,841740.0,Puerto Rico,,
PR,total,2012.0,3651545.0,Puerto Rico,,
USA,under18,1990.0,64218512.0,United States,,
USA,total,1990.0,249622814.0,United States,,
USA,total,1991.0,252980942.0,United States,,
USA,under18,1991.0,65313018.0,United States,,
USA,under18,1992.0,66509177.0,United States,,
USA,total,1992.0,256514231.0,United States,,
USA,total,1993.0,259918595.0,United States,,
USA,under18,1993.0,67594938.0,United States,,
USA,under18,1994.0,68640936.0,United States,,
USA,total,1994.0,263125826.0,United States,,
USA,under18,1995.0,69473140.0,United States,,
USA,under18,1996.0,70233512.0,United States,,
USA,total,1995.0,266278403.0,United States,,
USA,total,1996.0,269394291.0,United States,,
USA,total,1997.0,272646932.0,United States,,
USA,under18,1997.0,70920738.0,United States,,
USA,under18,1998.0,71431406.0,United States,,
USA,total,1998.0,275854116.0,United States,,
USA,under18,1999.0,71946051.0,United States,,
USA,total,2000.0,282162411.0,United States,,
USA,under18,2000.0,72376189.0,United States,,
USA,total,1999.0,279040181.0,United States,,
USA,total,2001.0,284968955.0,United States,,
USA,under18,2001.0,72671175.0,United States,,
USA,total,2002.0,287625193.0,United States,,
USA,under18,2002.0,72936457.0,United States,,
USA,total,2003.0,290107933.0,United States,,
USA,under18,2003.0,73100758.0,United States,,
USA,total,2004.0,292805298.0,United States,,
USA,under18,2004.0,73297735.0,United States,,
USA,total,2005.0,295516599.0,United States,,
USA,under18,2005.0,73523669.0,United States,,
USA,total,2006.0,298379912.0,United States,,
USA,under18,2006.0,73757714.0,United States,,
USA,total,2007.0,301231207.0,United States,,
USA,under18,2007.0,74019405.0,United States,,
USA,total,2008.0,304093966.0,United States,,
USA,under18,2008.0,74104602.0,United States,,
USA,under18,2013.0,73585872.0,United States,,
USA,total,2013.0,316128839.0,United States,,
USA,total,2009.0,306771529.0,United States,,
USA,under18,2009.0,74134167.0,United States,,
USA,under18,2010.0,74119556.0,United States,,
USA,total,2010.0,309326295.0,United States,,
USA,under18,2011.0,73902222.0,United States,,
USA,total,2011.0,311582564.0,United States,,
USA,under18,2012.0,73708179.0,United States,,
USA,total,2012.0,313873685.0,United States,,
