Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2020-04-03,54.635223388671875,55.9121723009795,53.735983002642314,55.68698917729453,46268000
2020-04-06,59.06623840332031,59.45141508398073,56.28043334817538,56.63176991296861,53294000
2020-04-07,59.045833587646484,60.96126079809031,58.83284170846669,60.76220286063122,47746000
2020-04-08,60.228729248046875,60.66615629570455,59.127944075022896,60.040621038171174,39502000
2020-04-09,60.28695297241211,60.98962608727499,59.55467307891095,60.91547625567643,43508000
2020-04-13,60.59101104736328,60.737818597464376,59.099976815251914,60.17398754701405,34796000
2020-04-14,63.16233825683594,63.80131393932277,61.55495355663932,61.96103117014627,49408000
2020-04-15,62.825927734375,63.72118915650483,61.7276294245941,61.9868994469199,33434000
2020-04-16,62.87569046020508,63.6485306183077,61.83810542123735,63.40468664908985,50362000
2020-04-17,63.860023498535156,64.41638637647354,63.261858799321054,63.93964818480168,38980000
2020-04-20,63.03195571899414,63.777922780088076,62.771189778502105,63.25041866730537,33910000
2020-04-21,60.53030014038086,62.417859367485285,60.20036188278244,62.05607047476192,43060000
2020-04-22,62.86275100708008,63.977618159046905,61.807249278039805,61.98341681601576,41848000
2020-04-23,63.51466751098633,64.36065903127212,62.98517770558535,63.277790492780625,31324000
2020-04-24,63.66395568847656,63.71819554664152,62.177993912719984,62.76122995162995,32792000
2020-04-27,63.493263244628906,64.50198944713317,63.1508869526308,64.49452510711222,32012000
2020-04-28,61.3927116394043,64.09889176530979,61.31956034847298,64.09292333071467,59026000
2020-04-29,66.75780487060547,67.67894095083167,65.95460992813778,66.75681013141886,75872000
2020-04-30,67.11510467529297,67.322124299803,65.81277104508118,65.9317144995185,53378000
2020-05-01,65.71923065185547,67.28481349351779,65.24099648605589,66.11187168464627,41450000
2020-05-04,66.02726745605469,66.07007161712828,64.64382056834887,65.10314710788082,30080000
2020-05-05,67.23703002929688,68.37315120561578,66.55775229084932,66.58064647772801,33030000
2020-05-06,67.04742431640625,68.23281156130867,67.04693074359453,67.76353771878418,24308000
2020-05-07,68.30448150634766,68.55529246851148,67.44405487163053,67.97504058616973,27952000
2020-05-08,69.09124755859375,69.60829924163137,68.44978515513539,68.83048165588572,27738000
2020-05-11,69.83224487304688,70.49261498589307,68.53299405033212,68.58913226807552,28242000
2020-05-12,68.46273040771484,70.41647398250896,68.41445898317728,70.02433415146153,27812000
2020-05-13,67.14845275878906,68.94753339769312,66.10688495282199,68.52792053922323,36252000
2020-05-14,67.48686218261719,67.55105703496788,65.88345640572847,66.43633400209168,32062000
2020-05-15,68.33582305908203,68.4000178974292,66.63437888605482,67.18178909382002,34154000
2020-05-18,68.87078857421875,69.28806262257098,67.39328975284405,67.76652191954605,36448000
2020-05-19,68.35050964355469,69.27189628330244,68.35050964355469,69.02293053616704,25612000
2020-05-20,70.00442504882812,70.18855809713762,69.03551875585958,69.15146281601207,33108000
2020-05-21,69.8093490600586,70.44085653603642,69.34405413914214,70.06812550776915,27700000
2020-05-22,70.18855285644531,70.30499807418597,69.26343034142864,69.50628335439127,26188000
2020-05-26,70.5169906616211,71.71034341341047,70.27364407837518,71.52472206890252,41212000
2020-05-27,70.55780029296875,70.75188072314815,69.23655898108824,70.5284440997267,33716000
2020-05-28,70.5025634765625,71.70237824105753,69.47095073380277,69.5137472935292,33844000
2020-05-29,71.10919189453125,71.2908342955501,70.33436605290413,70.51301664312906,36418000
2020-06-01,71.2535171508789,71.55906913624506,70.56577270229424,70.5851815065537,24342000
2020-06-02,71.62176513671875,71.64117394018096,70.60707046181705,71.1903065245423,25562000
2020-06-03,71.48043823242188,71.9866389762385,71.1518477881398,71.57598634695985,25124000
2020-06-04,70.27613830566406,71.60882293355489,69.90539676398639,71.1828392012393,29686000
2020-06-05,71.58045959472656,71.91188994954477,69.96859502562408,70.32540261704051,34698000
2020-06-08,71.9895248413086,72.05819981168356,70.78174442468311,70.78174442468311,28084000
2020-06-09,72.46477508544922,73.05398719837653,71.82032837094407,71.92731978367873,28184000
2020-06-10,72.94699096679688,73.36545721057932,72.47024516031088,72.63297233017892,30504000
2020-06-11,69.8611068725586,72.3809177948028,69.76953771771835,71.78399837677544,39826000
2020-06-12,70.32591247558594,71.51130002526801,68.97431993389557,71.08780685050122,38928000
2020-06-15,70.65782928466797,70.90416009663141,69.06885886579549,69.21217723031454,30078000
2020-06-16,71.79594421386719,72.40804290727266,70.95890538232888,71.92035494955124,34184000
2020-06-17,72.2139663696289,72.65587356967254,71.23161963350883,72.01690169756327,30992000
2020-06-18,71.45952606201172,72.22839102102945,71.01414113592261,72.11641833169693,31638000
2020-06-19,71.24853515625,72.04874587229958,70.73247814012348,71.85963912093314,63158000
2020-06-22,72.25078582763672,72.2950707008459,70.82503615708987,71.11316878979261,30848000
2020-06-23,72.87532043457031,73.4491557865647,71.92134289134205,72.43888816176526,28596000
2020-06-24,71.260986328125,73.42324572687554,71.15050952361156,72.73102110825913,35120000
2020-06-25,71.72676849365234,71.80489728191299,70.66529827755959,71.15796752735437,24610000
2020-06-26,67.67446899414062,71.33463084581729,67.28083322978155,71.23211955472665,85354000
2020-06-29,69.41968536376953,69.45103862666302,67.03299510945786,67.58885679596601,36204000
2020-06-30,70.34729766845703,70.59811620232468,68.87178822006135,69.19426593785043,40848000
2020-07-01,71.56304168701172,71.80987366462605,70.1586902923175,70.222391561628,35504000
2020-07-02,72.88976287841797,73.79795973581246,71.98007011556203,72.00594852070236,37182000
2020-07-06,74.43246459960938,74.9743924622308,73.29584213412782,73.65414568930177,31280000
2020-07-07,73.908935546875,75.48247617798066,73.8278149500228,74.14879676688507,29164000
2020-07-08,74.4473876953125,74.93905461247256,73.93133068505574,74.36378404494057,24994000
2020-07-09,75.19335174560547,75.7770889923737,74.05350214610006,74.96742445805577,28466000
2020-07-10,76.72359466552734,76.82760184966378,74.4742542187681,74.9524883179805,37126000
2020-07-13,75.21076965332031,78.48485866771736,74.90735902385688,77.13465592861907,36928000
2020-07-14,75.67059326171875,75.78853440136852,73.82533685411703,74.16423159159893,31700000
2020-07-15,75.3252182006836,76.40460879639178,74.5469070230455,75.7974838583747,32214000
2020-07-16,75.54219818115234,75.5765356647665,73.96516457944448,74.64643938978918,30386000
2020-07-17,75.42027282714844,75.81291383942335,74.56781173870915,75.72234701507503,29134000
2020-07-20,77.91695404052734,78.14437723017019,74.82559328141217,75.40584513572128,31146000
2020-07-21,77.55366516113281,78.97543589662807,77.34764026436851,78.97543589662807,24324000
2020-07-22,78.05479431152344,78.12993887884492,76.94057259710156,77.65717962087517,18640000
2020-07-23,75.4267349243164,78.22299199212512,75.01429029097221,77.97915183331466,32552000
2020-07-24,75.23713684082031,75.52407730522405,74.0691688707946,74.59319135011347,30880000
2020-07-27,76.14932250976562,76.68528187457883,75.40335169511195,75.42276049815611,24920000
2020-07-28,74.66336059570312,75.96419847617724,74.52999720575872,75.89951005626399,34044000
2020-07-29,75.74224853515625,76.20167374783136,74.71262517288547,74.96095306952058,22130000
2020-07-30,76.21153259277344,76.5310185199356,74.25927721174143,74.49714896518256,33428000
2020-07-31,73.79845428466797,75.09182769884032,72.35877069868434,74.89575779296844,68798000
2020-08-03,73.37496185302734,74.17218068492781,72.93653249999396,73.98158563901112,46604000
2020-08-04,72.90319061279297,73.92784022246718,72.58868600305459,73.48045821242431,38070000
2020-08-05,73.33316040039062,73.77108863471867,72.82805310015365,73.11867640630632,39590000
2020-08-06,74.65141296386719,74.76537513840101,72.95445634884203,73.24059951401783,39908000
2020-08-07,74.37224578857422,75.48472110523883,73.73277275818212,74.64644451001553,31556000
2020-08-10,74.45236206054688,74.84923261694799,73.30678701757552,74.00846539956731,25786000
2020-08-11,73.66708374023438,75.14408924462128,73.5516332428913,74.2702298204738,29088000
2020-08-12,74.97588348388672,75.26282397176337,73.91241618560123,73.92884077211751,28740000
2020-08-13,75.5645980834961,76.50016930561524,75.04481266942801,75.16100732270432,29104000
2020-08-14,75.03111267089844,75.73627638646607,74.78975555358495,75.4257431376841,27096000
2020-08-17,75.54120635986328,75.92090817254869,75.0430622450767,75.37648210935163,27566000
2020-08-18,77.56262969970703,77.75521423903169,75.8263542545812,75.94926908535355,40542000
2020-08-19,77.01173400878906,78.31306532114763,76.83357700167863,77.29936546699109,33212000
2020-08-20,78.71466827392578,78.91969842715078,76.54743554173845,76.80869503034475,34138000
2020-08-21,78.64849090576172,79.50941108415545,78.03066675734847,78.4797876978503,28930000
2020-08-24,79.03565216064453,80.32803088400075,78.65595036988027,79.32328363277395,28198000
2020-08-25,80.03192901611328,80.20112577853665,78.73059010785411,78.73059010785411,44942000
2020-08-26,82.22952270507812,82.56990571830403,79.8020176057357,80.02098170178223,79868000
2020-08-27,81.33126831054688,82.35989681390043,80.90428986814142,82.29420607043166,37232000
2020-08-28,81.8328857421875,81.97023565594252,81.15310693971199,81.28946211448526,29980000
2020-08-31,81.32381439208984,82.00981233639484,81.13122985280576,82.00608396289162,36468000
2020-09-01,82.64405822753906,82.89387443053788,81.22627401238617,81.44573168839058,36506000
2020-09-02,86.00663757324219,86.25047775994771,82.92373584050372,83.2942344201542,50224000
2020-09-03,81.70501708984375,85.08271866715282,80.37232470703815,85.08271866715282,62156000
2020-09-04,79.1769790649414,81.86773311044226,77.015866632955,80.83014430764004,52172000
2020-09-08,76.25830841064453,77.82464296122433,76.04033903348108,76.31404417892114,52218000
2020-09-09,77.48101806640625,78.08017757958739,76.44049808754941,77.50938711705253,35494000
2020-09-10,76.23989868164062,78.83067806209534,75.93061830411769,77.66415266469276,32372000
2020-09-11,75.67756652832031,78.38872451769373,74.5150656598822,76.4379649427777,31942000
2020-09-14,75.60588073730469,77.83133965035064,75.42972081576956,76.58748309330483,33932000
2020-09-15,76.70867156982422,77.61089997729319,76.23068801894388,76.43795824635471,26622000
2020-09-16,75.6865005493164,77.73181300209582,75.63275427011857,77.41033765932679,26234000
2020-09-17,74.42398834228516,75.05938364439827,73.15350906862032,74.44738369496045,37596000
2020-09-18,72.65536499023438,74.7958765015126,71.51775552532911,74.54740433977558,62078000
2020-09-21,71.22067260742188,72.07661915513665,69.99597394166337,71.66357456346027,57776000
2020-09-22,72.92758178710938,73.12962013458065,71.38837108513363,72.16270334525447,31664000
2020-09-23,70.42693328857422,72.70364850230717,70.05320746443465,72.59516876718196,33148000
2020-09-24,71.07783508300781,71.84515098566004,70.1601844921744,70.21890447114728,29004000
2020-09-25,71.90741729736328,72.158228252456,70.33386900281023,71.29382268527664,26460000
2020-09-28,72.88079833984375,73.49190226185588,72.1234373955165,73.36301900347084,40158000
2020-09-29,73.12016296386719,73.48508792562936,72.59639108223523,73.17291450802969,19564000
2020-09-30,73.13359832763672,74.13634839065149,72.64988940511122,72.99425134034821,34032000
2020-10-01,74.15327453613281,74.59866707168895,73.61184031973592,73.86364599481182,35590000
2020-10-02,72.5772476196289,73.81041298053609,72.20401537177449,72.75690056868464,25682000
2020-10-05,73.95073699951172,74.05971788504729,72.86836211063729,72.9649049603237,22266000
2020-10-06,72.32942199707031,73.9875688540826,72.08806483592738,73.43120585770755,24908000
2020-10-07,72.6703109741211,73.10176203592066,71.46153573740999,72.86936513089988,34924000
2020-10-08,73.94625854492188,74.14879806732073,72.90917084010178,72.90917084010178,23756000
2020-10-09,75.40384674072266,75.46853515219055,74.12142309250503,74.38268256955213,28706000
2020-10-12,78.08763885498047,79.3173186947343,76.26726619853866,76.78630742224209,49652000
2020-10-13,78.21354675292969,79.1252290012526,77.79154954092009,78.81320741852171,32020000
2020-10-14,78.03439331054688,79.00997424124068,77.16102752270409,78.55741348804423,38586000
2020-10-15,77.58900451660156,78.38399097262977,76.88733370958983,76.99282921872692,30800000
2020-10-16,78.27973175048828,78.68382366086243,77.78159522364571,77.92342528794909,28694000
2020-10-19,76.3687744140625,79.03315637711056,76.03983471314686,78.650470393892,32142000
2020-10-20,77.42975616455078,78.50317079099099,75.9238881995632,75.99256316565373,44834000
2020-10-21,79.28994750976562,80.55495962301136,78.21105793412812,78.2956563263395,51366000
2020-10-22,80.3857650756836,80.71719547938251,78.87641156287316,79.27701051303102,28672000
2020-10-23,81.66321563720703,81.7308882784279,80.64353958764445,80.92022896161276,27516000
2020-10-26,79.14761352539062,81.52585238924827,78.45339955893994,80.86747180944734,37066000
2020-10-27,79.8348617553711,79.9635020269295,78.76592723748256,79.40738970015705,24580000
2020-10-28,75.47351837158203,77.69947104203933,75.37399131080028,77.6193527832228,36680000
2020-10-29,77.99259185791016,79.30985430316014,75.75319862172742,75.75916705666272,40062000
2020-10-30,80.66841888427734,83.9523642285653,79.84482040869474,83.21137466500592,86582000
2020-11-02,80.91822814941406,82.6470391249576,80.42058524166423,81.02422481306886,50708000
2020-11-03,82.12152862548828,82.69332136121564,80.44994931207492,81.2043715890697,33234000
2020-11-04,87.0442123413086,88.15072670787647,84.89937259397972,85.11087235140504,71418000
2020-11-05,87.75285339355469,89.2592147740627,87.112879318187,88.63019801467455,41316000
2020-11-06,87.6722412109375,88.20372043710111,86.60728568699523,87.28408034850992,33218000
2020-11-09,87.73445129394531,90.47447166432956,87.58615163333688,89.1228717467844,45366000
2020-11-10,86.6092758178711,87.73444723587214,85.46021547459128,86.14646395937925,52722000
2020-11-11,87.22237396240234,87.79516147343541,86.95638374970777,87.08751466931788,25280000
2020-11-12,87.07954406738281,87.99670110812173,86.86854547742385,86.96956844646743,24950000
2020-11-13,88.43214416503906,88.63220063739539,86.81630050622695,87.46721680725392,29998000
2020-11-16,88.64911651611328,89.52944546217967,87.96784170469522,88.16739700562442,24936000
2020-11-17,88.09026336669922,88.82926342498031,87.93350462805951,88.42816334299879,22942000
2020-11-18,86.9272689819336,88.25548112637136,86.89542214268634,87.84542079899178,23470000
2020-11-19,87.78022766113281,88.06239186038808,86.44082285727275,86.50924723897003,24998000
2020-11-20,86.6988525390625,88.28185461137062,86.68243554630416,87.84442756010482,46270000
2020-11-23,86.33407592773438,87.28159151084033,85.48112130788739,87.06760869990015,43232000
2020-11-24,88.02706146240234,88.1624219166697,85.97726862574291,86.11710920275331,31560000
2020-11-25,88.15396881103516,88.50779222371551,87.41297923940695,88.22662273867971,20916000
2020-11-27,89.2368392944336,89.77478818273416,88.20423165690146,88.23657966469548,17698000
2020-11-30,87.62198638916016,88.98179482422755,87.33633678753424,88.63936156262612,36476000
2020-12-01,89.48117065429688,90.81137222144169,88.05144202359061,88.30026347920833,34738000
2020-12-02,90.96663665771484,91.34982383230648,89.05185498586513,89.48117223765482,24440000
2020-12-03,90.90791320800781,91.92459729037891,90.70288305707719,90.7705632813372,24546000
2020-12-04,90.9686279296875,91.22590847395794,90.42122526290538,90.79594577228079,27564000
2020-12-07,90.54513549804688,91.18659796833681,89.86336710900723,90.52124657182485,26418000
2020-12-08,90.49884796142578,90.66556167497009,89.38686635307099,90.07833910109068,21926000
2020-12-09,88.78597259521484,91.28115821827822,87.97382497675972,90.17340599748152,30152000
2020-12-10,88.3480453491211,88.64563181424921,86.60579391426714,88.07284431137745,27256000
2020-12-11,88.66852569580078,88.80189667450706,87.5851560605251,87.73743467627183,24414000
2020-12-14,87.58814239501953,89.44584435614684,87.4465629166499,88.3316225938208,32004000
2020-12-15,87.97183227539062,88.15347470247356,87.0850336111675,87.80512612413528,29646000
2020-12-16,87.73445129394531,88.23209423084411,87.39008171338962,88.22611820253388,30270000
2020-12-17,86.9830093383789,88.17158598834594,86.52318924958429,88.00865378381674,32494000
2020-12-18,86.14248657226562,87.34180783898964,85.60553247054565,87.29552589295449,80328000
2020-12-21,86.55851745605469,86.63217371324646,84.54953165100625,85.27161355462863,36568000
2020-12-22,85.76876068115234,86.46072702900238,85.22508639610656,86.31267795590624,18734000
2020-12-23,86.21066284179688,86.98747811331984,85.84538858424963,85.9981683543696,20676000
2020-12-24,86.53264617919922,86.88846667817319,86.04794240638063,86.34105636700494,6936000
2020-12-28,88.3858642578125,89.11431707604635,86.90513044155476,87.16888059988081,27860000
2020-12-29,87.5214614868164,89.19951819929726,87.39058114265147,88.96811604055497,25988000
2020-12-30,86.56598663330078,87.83871367468939,85.87326847927733,87.685189727152,26122000
2020-12-31,87.18106842041016,87.53190758535129,86.3619501293786,86.3619501293786,20238000
2021-01-04,86.00464630126953,87.6175057387542,84.98995161425057,87.46273647549485,38038000
2021-01-05,86.63565063476562,86.97156113133452,85.49580108258175,85.84340545904115,22906000
2021-01-06,86.35548400878906,86.98798623290207,84.54953130442127,84.73017896951501,52042000
2021-01-07,88.94123840332031,88.99846248221432,86.44306869267537,86.59285666776339,45300000
2021-01-08,89.93453216552734,90.06541251027724,88.25872310057352,88.97757025747991,41012000
2021-01-11,87.91957092285156,89.29281969648656,87.61103473386122,88.88250878459216,24194000
2021-01-12,86.91582489013672,88.48290350145211,85.85883483553712,87.28258748469382,27140000
2021-01-13,87.30648040771484,87.83571961523337,86.49083984590594,86.51920889592658,21882000
2021-01-14,86.59883117675781,88.33212237465129,86.26142477057896,87.26766036738287,23590000
2021-01-15,86.4002685546875,87.38610058537833,85.67171706551628,86.49979562090843,26844000
2021-01-19,89.12088775634766,90.03730074368083,86.66253028173904,87.19949202500686,34692000
2021-01-20,93.9002456665039,94.73678331024867,90.84620669235646,91.14131010401572,49806000
2021-01-21,94.1167221069336,96.2869392268234,93.91069719844153,94.45263261397191,41278000
2021-01-22,94.60440063476562,95.09706983552742,93.64444706297873,94.33716512387014,25442000
2021-01-25,94.52230072021484,96.02418218435719,92.9363144408074,95.58078670106354,38546000
2021-01-26,95.41009521484375,95.79626662498417,93.76812256573407,93.99679107770844,26262000
2021-01-27,91.10796356201172,94.05450983954763,90.02359923762432,93.68277356299613,54966000
2021-01-28,92.71635437011719,94.4939304232692,91.69768074891182,91.76236916637149,35462000
2021-01-29,91.35430908203125,92.42622786113331,90.08332856768394,91.87335031227934,32252000
2021-02-01,94.61933898925781,95.6664804081826,92.11022713845067,92.24160104936371,32044000
2021-02-02,95.92118072509766,97.32702055403101,95.27324862584669,95.67484229888585,45474000
2021-02-03,103.01557159423828,105.32612279097039,100.44325213767915,103.16138060781988,82364000
2021-02-04,102.63238525390625,103.43756963573196,101.64804911259645,102.95685245531153,37046000
2021-02-05,104.40548706054688,104.62992602412227,102.48109968493416,103.0120853535046,30702000
2021-02-08,104.15219116210938,105.67682258221122,103.11161804942017,104.79912851785372,24838000
2021-02-09,103.68440246582031,104.76030777060096,103.43707690291839,103.43707690291839,17798000
2021-02-10,104.27510070800781,104.92154445810515,102.66821734832112,104.21688189214544,22710000
2021-02-11,104.30049896240234,104.60605096879071,103.37637100868905,104.48064548193706,18914000
2021-02-12,104.70954895019531,104.94394291146762,103.66549804598466,104.01981502884482,17114000
2021-02-16,105.59485626220703,107.12660268378858,104.72199164213565,104.72199164213565,22676000
2021-02-17,105.9138412475586,106.18008204248753,104.45127095746498,104.50501724536947,21418000
2021-02-18,105.3609619140625,106.13404887059937,104.68964208640794,105.02206719969024,22432000
2021-02-19,104.56175231933594,106.02432267333349,104.37613094815339,105.46398076931739,29148000
2021-02-22,102.7573013305664,104.07804159663219,102.62094612877638,102.86279683752575,27350000
2021-02-23,103.05488586425781,103.60976047987089,99.62911050490709,100.77319722072812,33348000
2021-02-24,104.26465606689453,104.54383606746809,101.42610332048739,101.61022878025749,24966000
2021-02-25,101.08919525146484,104.25022564076362,100.5880669366282,102.88518537036549,36568000
2021-02-26,101.3628921508789,103.06233928163448,100.32779402693644,102.04267100318114,41670000
2021-03-01,103.58486938476562,103.83418441148945,101.82271566604933,102.34125568812824,28090000
2021-03-02,103.3027114868164,104.722485209872,103.07479472674541,103.32013081207387,22692000
2021-03-03,100.85779571533203,103.93362791612087,100.02623174377045,102.87324356378443,29684000
2021-03-04,101.97151184082031,103.9695478696509,100.53730305591652,100.69157874027333,42360000
2021-03-05,104.93001556396484,105.40626026355518,101.8384039735871,103.16736041119839,43904000
2021-03-08,100.73139190673828,105.93872214116189,100.60398936437241,104.56125144186541,32948000
2021-03-09,102.15116119384766,103.41218661367544,101.9088093422012,103.01208129298665,33946000
2021-03-10,102.26712036132812,103.2609103386622,101.18922556803263,103.09967147425944,25372000
2021-03-11,105.24003601074219,105.78396088543049,103.13052842795634,103.21413207540392,24782000
2021-03-12,102.60999298095703,104.02031288006752,101.89488184323093,103.75855220961682,34516000
2021-03-15,102.83741760253906,102.86577905872895,101.69383205364734,102.62890205047091,25962000
2021-03-16,104.13278198242188,105.67746764248324,103.01209060622499,103.4594726507912,29832000
2021-03-17,104.06111907958984,104.99170893257268,102.21585519981917,103.31216403700054,25980000
2021-03-18,101.33104705810547,103.28579300834845,101.19817724449942,102.56421226897582,27228000
2021-03-19,101.67840576171875,102.1710673961283,100.40842004914587,101.62117409188915,46298000
2021-03-22,101.44898986816406,102.41441839606077,100.82594144797802,101.6107298999731,39096000
2021-03-23,102.16410827636719,103.12664370476169,101.48034280235241,102.10140174217489,27340000
2021-03-24,101.77096557617188,103.42065313930686,101.59654451986303,102.78168130446676,23080000
2021-03-25,101.73613739013672,102.45821172860504,100.06256085320678,101.75853041188559,28378000
2021-03-26,101.29769897460938,102.06606278707989,100.22627384933982,101.46242321250244,29870000
2021-03-29,102.31289672851562,102.43631271938274,100.30590046332688,100.91600965044307,24596000
2021-03-30,102.29248809814453,103.05089690308343,101.7197006398293,102.39649528099191,20732000
2021-03-31,102.94390869140625,104.17293541944592,102.35245656883275,102.47064827878084,29198000
2021-04-01,106.38361358642578,106.64189646154423,104.35024531750071,104.40299686490611,33980000
2021-04-05,110.75291442871094,111.33814753416755,107.07384530769953,107.13953605513119,43298000
2021-04-06,110.7131118774414,111.35556907064012,110.21795200755719,110.60113918285458,27060000
2021-04-07,111.95374298095703,112.21848788242524,110.74198358396019,110.78179593211443,25798000
2021-04-08,112.73802947998047,113.66189919730525,112.35185805844243,113.36107791691255,27166000
2021-04-09,113.75521087646484,113.91247079456447,112.15449322725402,112.3030890426713,20888000
2021-04-12,112.20803833007812,113.22969622345185,111.39563255731609,112.7783352153131,31318000
2021-04-13,112.82908630371094,113.32373740194008,112.27271582126875,112.54045250531992,23310000
2021-04-14,112.21051025390625,113.36255480093685,111.92934838935075,113.22172708224383,20220000
